"","indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long","indicat"
"2043",234,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-2","KEKAR","11","PA059",62.1,37,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.108475,-51.832069444,139
"2044",234,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-2","KEKAR","11","KEKAR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.74566667,-52.94783333,139
"2045",235,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-3","POXEV","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,140
"2046",235,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-3","POXEV","11","ESNUX",31.9,252,"5","6",NA,"Não",NA,NA,"Não",3,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,140
"2047",235,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-3","POXEV","11","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.502802778,-51.607583333,140
"2048",235,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-3","POXEV","11","DOVNA",83.9,3,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.669444444,-51.885333333,140
"2049",235,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-3","POXEV","11","POXEV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.322416667,-53.453547222,140
"2050",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,141
"2051",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","ESNUX",31.9,252,"5","6",NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,141
"2052",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.502802778,-51.607583333,141
"2053",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","DOVNA",47.9,284,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.669444444,-51.885333333,141
"2054",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","TOKAK",29.7,282,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.695463889,-52.810697222,141
"2055",236,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-4","ISOBU","11","ISOBU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.730463889,-53.383016667,141
"2056",237,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-5","DEVOT","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,142
"2057",237,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-5","DEVOT","11","ESNUX",31.9,252,"5","6",NA,"Não",NA,NA,"Não",5,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,142
"2058",237,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-5","DEVOT","11","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.502802778,-51.607583333,142
"2059",237,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-5","DEVOT","11","DOVNA",55.4,249,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.669444444,-51.885333333,142
"2060",237,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-5","DEVOT","11","DEVOT",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-31.229029,-52.740439056,142
"2061",238,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-6","TEMEK","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,143
"2062",238,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-6","TEMEK","11","ESNUX",25.9,243,"5","6",NA,"Não",NA,NA,"Não",6,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,143
"2063",238,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-6","TEMEK","11","EDSEP",6.5,243,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.499005556,-51.460227778,143
"2064",238,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-6","TEMEK","11","TEMEK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.57466667,-51.55033333,143
"2065",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,191
"2066",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","ESNUX",22.4,278,"5",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,191
"2067",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","PA053",11.5,287,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-30.257105556,-51.529377778,191
"2068",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","PA054",8.1,287,NA,"6",NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-30.257363889,-51.750166667,191
"2069",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","PA056",25.9,287,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-30.257336111,-51.905908333,191
"2070",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","PA057",39.5,33,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-30.256088889,-52.403777778,191
"2071",239,"SBPA","SID","SID RNAV KEXEL 2A RWY 11-1","KEXEL","11","KEXEL",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KEXEL 2A RWY 11",-29.994722,-51.171111,-29.800666667,-52.953666667,191
"2072",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.99438,-51.182473,205
"2073",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","NETPI",14.3,49,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.996666667,-51.0635,205
"2074",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","SUKSU",13.4,16,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.793011111,-50.918586111,205
"2075",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","PUKSA",7,333,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.569241667,-50.922813889,205
"2076",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","ESDON",6.1,333,NA,NA,"6","Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.485755556,-51.015997222,205
"2077",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","DOMPA",25,333,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.4135,-51.097833333,205
"2078",239,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-1","IRILU","11","IRILU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.113666667,-51.429333333,205
"2079",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.99438,-51.182473,206
"2080",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","NETPI",14.3,49,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.996666667,-51.0635,206
"2081",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","SUKSU",13.4,16,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.793011111,-50.918586111,206
"2082",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","PUKSA",21.6,16,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.569241667,-50.922813889,206
"2083",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","OGROP",12.3,58,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.208094444,-50.931322222,206
"2084",240,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-2","DAISE","11","DAISE",NA,NA,NA,"11",NA,"Não",NA,NA,"Não",2,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.05133333,-50.781,206
"2085",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.99438,-51.182473,207
"2086",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","NETPI",5.8,18,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.996666667,-51.0635,207
"2087",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","PA051",14.3,51,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.998583333,-50.951863889,207
"2088",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","PA052",23.1,52,NA,"1",NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.800833333,-50.799722222,207
"2089",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","KORGU",15.7,59,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.481166667,-50.553333333,207
"2090",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","SUKDI",44,55,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-29.283091667,-50.357130556,207
"2091",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","ANLER",5.1,79,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-28.694280556,-49.85695,207
"2092",241,"SBPA","SID","SID RNAV KORGU 2A - PUKSA 2A RWY 11-3","EGBIP","11","EGBIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KORGU 2A - PUKSA 2A RW",-29.994722,-51.171111,-28.278,-49.035,207
"2093",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,235
"2094",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","NETPI",14.3,49,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.996666667,-51.0635,235
"2095",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","SUKSU",3,16,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.793011111,-50.918586111,235
"2096",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","NIRTI",31.7,312,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.291805556,-50.929508333,235
"2097",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","ENSEP",6.4,312,NA,"15",NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.0711,-51.479025,235
"2098",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","PUBGI",28.8,312,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.026883333,-51.588822222,235
"2099",242,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-1","NOBEL","11","NOBEL",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-28.824166667,-52.084833333,235
"2100",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,236
"2101",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","NETPI",14.3,49,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.996666667,-51.0635,236
"2102",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","SUKSU",3,16,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.793011111,-50.918586111,236
"2103",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","NIRTI",5,17,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.291805556,-50.929508333,236
"2104",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","OGROP",24.4,1,NA,"15",NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.208094444,-50.931322222,236
"2105",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","UKDEL",46.2,29,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-28.803580556,-50.995311111,236
"2106",243,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-2","PENSO","11","PENSO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-28.046333333,-50.822,236
"2107",244,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-3","OGROP","11","PISTA(SBPA)",4.5,19,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,237
"2108",244,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-3","OGROP","11","NETPI",14.3,49,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.996666667,-51.0635,237
"2109",244,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-3","OGROP","11","SUKSU",3,16,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.793011111,-50.918586111,237
"2110",244,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-3","OGROP","11","NIRTI",5,17,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.291805556,-50.929508333,237
"2111",244,"SBPA","SID","SID RNAV NIRTI 2A RWY 11-3","OGROP","11","OGROP",23.6,17,NA,"15",NA,"Não",NA,NA,"Não",3,"SID RNAV NIRTI 2A RWY 11",-29.994722,-51.171111,-29.208094444,-50.931322222,237
"2112",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.99522,-51.15349,266
"2113",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.992333333,-51.282833333,266
"2114",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","VASED",11.5,36,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.692622222,-51.270752778,266
"2115",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","PUDMA",12.2,91,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.510536111,-51.201538889,266
"2116",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","PULPU",34.1,91,"17",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.451011111,-50.978338889,266
"2117",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","SUKDI",44,55,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.283091667,-50.357130556,266
"2118",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","ANLER",5.1,79,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-28.694280556,-49.85695,266
"2119",245,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-1","EGBIP","29","EGBIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-28.278,-49.035,266
"2120",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.99522,-51.15349,267
"2121",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.992333333,-51.282833333,267
"2122",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","VASED",21.3,8,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.692622222,-51.270752778,267
"2123",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","TISGA",32.5,81,"16",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.531433333,-50.908697222,267
"2124",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","SUKDI",44,55,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-29.283091667,-50.357130556,267
"2125",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","ANLER",5.1,79,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-28.694280556,-49.85695,267
"2126",246,"SBPA","SID","SID RNAV PUDMA 1B - TISGA 1B RWY 29-2","EGBIP","29","EGBIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV PUDMA 1B - TISGA 1B R",-29.994722,-51.171111,-28.278,-49.035,267
"2127",247,"SBPA","SID","SID RNAV VASED 2B RWY 29-1","NOBEL","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,343
"2128",247,"SBPA","SID","SID RNAV VASED 2B RWY 29-1","NOBEL","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,343
"2129",247,"SBPA","SID","SID RNAV VASED 2B RWY 29-1","NOBEL","29","VASED",43.2,355,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.692622222,-51.270752778,343
"2130",247,"SBPA","SID","SID RNAV VASED 2B RWY 29-1","NOBEL","29","PUBGI",28.8,312,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.026883333,-51.588822222,343
"2131",247,"SBPA","SID","SID RNAV VASED 2B RWY 29-1","NOBEL","29","NOBEL",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-28.824166667,-52.084833333,343
"2132",248,"SBPA","SID","SID RNAV VASED 2B RWY 29-2","IRILU","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,344
"2133",248,"SBPA","SID","SID RNAV VASED 2B RWY 29-2","IRILU","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,344
"2134",248,"SBPA","SID","SID RNAV VASED 2B RWY 29-2","IRILU","29","VASED",35.6,4,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.692622222,-51.270752778,344
"2135",248,"SBPA","SID","SID RNAV VASED 2B RWY 29-2","IRILU","29","IRILU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.113666667,-51.429333333,344
"2136",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,345
"2137",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,345
"2138",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","VASED",29.9,36,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.692622222,-51.270752778,345
"2139",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","GIGPA",25.3,29,"17",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.218591667,-51.091094444,345
"2140",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","UKDEL",46.2,29,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-28.803580556,-50.995311111,345
"2141",249,"SBPA","SID","SID RNAV VASED 2B RWY 29-3","PENSO","29","PENSO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-28.046333333,-50.822,345
"2142",250,"SBPA","SID","SID RNAV VASED 2B RWY 29-4","ARTIL","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,346
"2143",250,"SBPA","SID","SID RNAV VASED 2B RWY 29-4","ARTIL","29","ISEPA",18,19,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,346
"2144",250,"SBPA","SID","SID RNAV VASED 2B RWY 29-4","ARTIL","29","VASED",29.9,36,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.692622222,-51.270752778,346
"2145",250,"SBPA","SID","SID RNAV VASED 2B RWY 29-4","ARTIL","29","GIGPA",25.5,36,"17",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV VASED 2B RWY 29",-29.994722,-51.171111,-29.218591667,-51.091094444,346
